unit_id,unit_name,type,tonnage,Age of War / Star League,Early Succession War,Late Succession War - LosTech,Late Succession War - Renaissance,Clan Invasion,Civil War,Jihad,Early Republic,Dark Age,ilClan
7384,Triskelion TRK-4V,BattleMech,75,,,,,,,,,Republic of the Sphere,Clan Sea Fox; Star League (Clan Smoke Jaguar); Wolf's Dragoons
5290,Triton  ,Protomech,8,,,,,,Clan Goliath Scorpion,Clan Goliath Scorpion; Escorpión Imperio,Escorpión Imperio,Extinct,
5291,Triton 2,Protomech,8,,,,,,Clan Goliath Scorpion,Clan Goliath Scorpion; Escorpión Imperio,Escorpión Imperio,Extinct,
5292,Triton 3,Protomech,8,,,,,,,Clan Goliath Scorpion; Escorpión Imperio,Escorpión Imperio,Extinct,
5293,Triton 4,Protomech,8,,,,,,,Clan Goliath Scorpion; Escorpión Imperio,Escorpión Imperio,Extinct,
8150,Triton Missile Submarine (Piranha),Advanced Support,12000,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
5295,Triumph (2593),Aerospace,8600,Capellan Confederation; Draconis Combine; Federated Suns; Free Worlds League; Periphery General,ComStar; HW Clan General; Mercenary; Periphery General,ComStar; Kell Hounds; Mercenary; Periphery General; Wolf's Dragoons,ComStar; Kell Hounds; Periphery General; Wolf's Dragoons,Periphery General,,,,,
5298,Troika CMT-3T,Aerospace,65,,,,,,Capellan Confederation; Magistracy of Canopus; Taurian Concordat,Capellan Confederation; Magistracy of Canopus; Taurian Concordat,Capellan Confederation; Free Worlds League (Duchy of Andurien); Magistracy of Canopus; Mercenary; Taurian Concordat,Capellan Confederation; Free Worlds League (Duchy of Andurien); Magistracy of Canopus; Marian Hegemony; Taurian Concordat,Capellan Confederation; Free Worlds League (Duchy of Andurien); Magistracy of Canopus; Marian Hegemony; Taurian Concordat
3310,Troika CMT-3TV (Viktor),Aerospace,65,,,,,,,Capellan Confederation; Unique,Capellan Confederation; Unique,Extinct,
5299,Troika CMT-4U,Aerospace,65,,,,,,Capellan Confederation; Magistracy of Canopus; Taurian Concordat,Capellan Confederation; Periphery General,Capellan Confederation; Free Worlds League (Duchy of Andurien); Mercenary; Periphery General,Capellan Confederation; Free Worlds League (Duchy of Andurien); Periphery General,Capellan Confederation; Free Worlds League (Duchy of Andurien); Periphery General
5754,Troika CMT-6T,Aerospace,65,,,,,,,Capellan Confederation; Magistracy of Canopus,Capellan Confederation; Free Worlds League (Duchy of Andurien); Magistracy of Canopus; Mercenary,Capellan Confederation; Free Worlds League (Duchy of Andurien); Magistracy of Canopus,Capellan Confederation; Free Worlds League (Duchy of Andurien); Magistracy of Canopus
6813,Troika CMT-7T,Aerospace,65,,,,,,,,,Capellan Confederation,Capellan Confederation
5300,Trojan (Blockade Runner),Aerospace,3200,Periphery General,Mercenary; Periphery General,Mercenary; Periphery General,Periphery General,Periphery General,,,,,
7407,Trooper TP-1R,BattleMech,20,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,Free Worlds League (Duchy of Tamarind-Abbey),Free Worlds League (Duchy of Tamarind-Abbey),Extinct,
8220,Trooper VTOL,Combat Vehicle,0,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Republic of the Sphere,Insufficient Data
6641,Trutzburg,Aerospace,6000,,,,,,,,,Free Worlds League (Non-Aligned Worlds),
3311,Tsunami TS-P1,BattleMech,40,,,,,Solaris 7,Mercenary; Solaris 7,Mercenary; Solaris 7,Mercenary; Solaris 7,Solaris 7,
3312,Tsunami TS-P1D,BattleMech,40,,,,,,Mercenary; Solaris 7,Mercenary; Solaris 7,Mercenary; Solaris 7,Solaris 7,Solaris 7
5779,Tsuru VIP Aircraft  ,Support Vehicle,100,,,,Draconis Combine,Extinct,Extinct,Extinct,Extinct,Extinct,
3314,Tufana Hovercraft  ,Combat Vehicle,35,,,,,,,Free Worlds League,Capellan Confederation; Free Worlds League (Duchy of Andurien); Free Worlds League (Duchy of Tamarind-Abbey); Free Worlds League (Marik-Stewart Commonwealth); Free Worlds League (Non-Aligned Worlds); Free Worlds League (Oriente Protectorate); Free Worlds League (Regulan Fiefs); Free Worlds League (Rim Commonality); Magistracy of Canopus,Capellan Confederation; Free Worlds League; Free Worlds League (Duchy of Andurien); Free Worlds League (Duchy of Tamarind-Abbey); Free Worlds League (Marik-Stewart Commonwealth); Free Worlds League (Oriente Protectorate); Free Worlds League (Regulan Fiefs); Free Worlds League (Rim Commonality); Magistracy of Canopus,Capellan Confederation; Free Worlds League; Free Worlds League (Duchy of Andurien); Magistracy of Canopus
3313,Tufana Hovercraft (iNarc),Combat Vehicle,35,,,,,,,,Capellan Confederation; Free Worlds League (Duchy of Andurien); Free Worlds League (Duchy of Tamarind-Abbey); Free Worlds League (Marik-Stewart Commonwealth); Free Worlds League (Non-Aligned Worlds); Free Worlds League (Oriente Protectorate); Free Worlds League (Regulan Fiefs); Free Worlds League (Rim Commonality); Magistracy of Canopus,Capellan Confederation; Free Worlds League; Free Worlds League (Duchy of Andurien); Free Worlds League (Duchy of Tamarind-Abbey); Free Worlds League (Marik-Stewart Commonwealth); Free Worlds League (Oriente Protectorate); Free Worlds League (Regulan Fiefs); Free Worlds League (Rim Commonality); Magistracy of Canopus,Capellan Confederation; Free Worlds League; Free Worlds League (Duchy of Andurien); Magistracy of Canopus
3315,Tundra Wolf  ,BattleMech,75,,,,,,,Clan Wolf,Clan Wolf; Clan Wolf (in Exile); Republic of the Sphere,Clan Hell's Horses; Clan Jade Falcon; Clan Wolf; Clan Wolf (in Exile); Republic of the Sphere,Clan Hell's Horses; Clan Jade Falcon; Star League (Clan Wolf); Wolf Empire
3316,Tundra Wolf 2,BattleMech,75,,,,,,,Clan Wolf,Clan Wolf; Clan Wolf (in Exile); Republic of the Sphere,Clan Wolf; Clan Wolf (in Exile); Republic of the Sphere,Star League (Clan Wolf); Wolf Empire
3317,Tundra Wolf 3,BattleMech,75,,,,,,,Clan Wolf,Clan Wolf; Republic of the Sphere,Clan Wolf; Republic of the Sphere,Star League (Clan Wolf); Wolf Empire
3318,Tundra Wolf 4,BattleMech,75,,,,,,,Clan Wolf; Clan Wolf (in Exile),Clan Wolf; Clan Wolf (in Exile); Republic of the Sphere,Clan Hell's Horses; Clan Wolf; Clan Wolf (in Exile); Republic of the Sphere,Clan Hell's Horses; Star League (Clan Wolf); Wolf Empire
6862,Tundra Wolf 5,BattleMech,75,,,,,,,,Clan Wolf; Republic of the Sphere,Clan Wolf; Republic of the Sphere,Wolf Empire
5303,Tunnel Rat I Mining Exoskeleton [Armored Glove] (Sqd4),Infantry,0.4,,,,,Federated Commonwealth; Federated Suns,Inner Sphere General,Inner Sphere General,Inner Sphere General,Inner Sphere General,Inner Sphere General
8698,Tunnel Rat I Mining Exoskeleton [Armored Glove] (Sqd5),Infantry,0.4,,,,,BA: Other Squad Size in Use,BA: Other Squad Size in Use,BA: Other Squad Size in Use,BA: Other Squad Size in Use,BA: Other Squad Size in Use,BA: Other Squad Size in Use
9062,Tunnel Rat I Mining Exoskeleton [Armored Glove] (Sqd6),Infantry,0.4,,,,,BA: Other Squad Size in Use,BA: Other Squad Size in Use,BA: Other Squad Size in Use,BA: Other Squad Size in Use,BA: Other Squad Size in Use,BA: Other Squad Size in Use
7218,Tunnel Rat I Mining Exoskeleton [Industrial Drill] (Sqd4),Infantry,0.4,,,,,Inner Sphere General,Inner Sphere General,Inner Sphere General,Inner Sphere General,Inner Sphere General,Inner Sphere General
8820,Tunnel Rat I Mining Exoskeleton [Industrial Drill] (Sqd5),Infantry,0.4,,,,,BA: Other Squad Size in Use,BA: Other Squad Size in Use,BA: Other Squad Size in Use,BA: Other Squad Size in Use,BA: Other Squad Size in Use,BA: Other Squad Size in Use
9183,Tunnel Rat I Mining Exoskeleton [Industrial Drill] (Sqd6),Infantry,0.4,,,,,BA: Other Squad Size in Use,BA: Other Squad Size in Use,BA: Other Squad Size in Use,BA: Other Squad Size in Use,BA: Other Squad Size in Use,BA: Other Squad Size in Use
5304,Tunnel Rat II Mining Exoskeleton [Armored Glove] (Sqd4),Infantry,0.4,,,,,Circinus Federation; Inner Sphere General; Magistracy of Canopus; Outworlds Alliance; Pirates; Taurian Concordat,Circinus Federation; Inner Sphere General; Magistracy of Canopus; Outworlds Alliance; Pirates; Taurian Concordat,Calderon Protectorate; Circinus Federation; Filtvelt Coalition; Fronc Reaches; Inner Sphere General; Magistracy of Canopus; Outworlds Alliance; Pirates; Taurian Concordat,Calderon Protectorate; Filtvelt Coalition; Fronc Reaches; Inner Sphere General; Magistracy of Canopus; Outworlds Alliance; Pirates; Taurian Concordat,Calderon Protectorate; Filtvelt Coalition; Fronc Reaches; Inner Sphere General; Magistracy of Canopus; Pirates; Taurian Concordat,Calderon Protectorate; Filtvelt Coalition; Fronc Reaches; Inner Sphere General; Magistracy of Canopus; Pirates; Taurian Concordat
8699,Tunnel Rat II Mining Exoskeleton [Armored Glove] (Sqd5),Infantry,0.4,,,,,BA: Other Squad Size in Use,,,,,
9063,Tunnel Rat II Mining Exoskeleton [Armored Glove] (Sqd6),Infantry,0.4,,,,,,BA: Other Squad Size in Use,BA: Other Squad Size in Use,BA: Other Squad Size in Use,BA: Other Squad Size in Use,BA: Other Squad Size in Use
7219,Tunnel Rat II Mining Exoskeleton [Industrial Drill] (Sqd4),Infantry,0.4,,,,,Circinus Federation; Inner Sphere General; Magistracy of Canopus; Outworlds Alliance; Pirates; Taurian Concordat,Circinus Federation; Inner Sphere General; Magistracy of Canopus; Outworlds Alliance; Pirates; Taurian Concordat,Calderon Protectorate; Circinus Federation; Filtvelt Coalition; Fronc Reaches; Inner Sphere General; Magistracy of Canopus; Outworlds Alliance; Pirates; Taurian Concordat,Calderon Protectorate; Filtvelt Coalition; Fronc Reaches; Inner Sphere General; Magistracy of Canopus; Outworlds Alliance; Pirates; Taurian Concordat,Calderon Protectorate; Filtvelt Coalition; Fronc Reaches; Inner Sphere General; Magistracy of Canopus; Pirates; Taurian Concordat,Calderon Protectorate; Filtvelt Coalition; Fronc Reaches; Inner Sphere General; Magistracy of Canopus; Pirates; Taurian Concordat
8821,Tunnel Rat II Mining Exoskeleton [Industrial Drill] (Sqd5),Infantry,0.4,,,,,BA: Other Squad Size in Use,BA: Other Squad Size in Use,BA: Other Squad Size in Use,BA: Other Squad Size in Use,BA: Other Squad Size in Use,BA: Other Squad Size in Use
9184,Tunnel Rat II Mining Exoskeleton [Industrial Drill] (Sqd6),Infantry,0.4,,,,,BA: Other Squad Size in Use,BA: Other Squad Size in Use,BA: Other Squad Size in Use,BA: Other Squad Size in Use,BA: Other Squad Size in Use,BA: Other Squad Size in Use
5305,Tunnel Rat III Mining Exoskeleton [Armored Glove] (Sqd4),Infantry,0.4,,,,,,Inner Sphere General,Inner Sphere General,Inner Sphere General,Inner Sphere General,Inner Sphere General
8700,Tunnel Rat III Mining Exoskeleton [Armored Glove] (Sqd5),Infantry,0.4,,,,,,BA: Other Squad Size in Use,BA: Other Squad Size in Use,BA: Other Squad Size in Use,BA: Other Squad Size in Use,BA: Other Squad Size in Use
9064,Tunnel Rat III Mining Exoskeleton [Armored Glove] (Sqd6),Infantry,0.4,,,,,,BA: Other Squad Size in Use,BA: Other Squad Size in Use,BA: Other Squad Size in Use,BA: Other Squad Size in Use,BA: Other Squad Size in Use
7213,Tunnel Rat III Mining Exoskeleton [Industrial Drill] (Sqd4),Infantry,0.4,,,,,,Inner Sphere General,Inner Sphere General,Inner Sphere General,Inner Sphere General,Inner Sphere General
8815,Tunnel Rat III Mining Exoskeleton [Industrial Drill] (Sqd5),Infantry,0.4,,,,,,BA: Other Squad Size in Use,BA: Other Squad Size in Use,BA: Other Squad Size in Use,BA: Other Squad Size in Use,BA: Other Squad Size in Use
9178,Tunnel Rat III Mining Exoskeleton [Industrial Drill] (Sqd6),Infantry,0.4,,,,,,BA: Other Squad Size in Use,BA: Other Squad Size in Use,BA: Other Squad Size in Use,BA: Other Squad Size in Use,BA: Other Squad Size in Use
7214,Tunnel Rat IV Mining Exoskeleton [Armored Glove/GL] (Sqd4),Infantry,0.4,,,,,,,Inner Sphere General,Inner Sphere General,Inner Sphere General,Inner Sphere General
8816,Tunnel Rat IV Mining Exoskeleton [Armored Glove/GL] (Sqd5),Infantry,0.4,,,,,,,BA: Other Squad Size in Use,BA: Other Squad Size in Use,BA: Other Squad Size in Use,BA: Other Squad Size in Use
9179,Tunnel Rat IV Mining Exoskeleton [Armored Glove/GL] (Sqd6),Infantry,0.4,,,,,,,BA: Other Squad Size in Use,BA: Other Squad Size in Use,BA: Other Squad Size in Use,BA: Other Squad Size in Use
7215,Tunnel Rat IV Mining Exoskeleton [Armored Glove/LMG] (Sqd4),Infantry,0.4,,,,,,,Inner Sphere General,Inner Sphere General,Inner Sphere General,Inner Sphere General
8817,Tunnel Rat IV Mining Exoskeleton [Armored Glove/LMG] (Sqd5),Infantry,0.4,,,,,,,BA: Other Squad Size in Use,BA: Other Squad Size in Use,BA: Other Squad Size in Use,BA: Other Squad Size in Use
9180,Tunnel Rat IV Mining Exoskeleton [Armored Glove/LMG] (Sqd6),Infantry,0.4,,,,,,,BA: Other Squad Size in Use,BA: Other Squad Size in Use,BA: Other Squad Size in Use,BA: Other Squad Size in Use
7216,Tunnel Rat IV Mining Exoskeleton [Battle Claw/GL] (Sqd4),Infantry,0.4,,,,,,,Inner Sphere General,Inner Sphere General,Inner Sphere General,Inner Sphere General
8818,Tunnel Rat IV Mining Exoskeleton [Battle Claw/GL] (Sqd5),Infantry,0.4,,,,,,,BA: Other Squad Size in Use,BA: Other Squad Size in Use,BA: Other Squad Size in Use,BA: Other Squad Size in Use
9181,Tunnel Rat IV Mining Exoskeleton [Battle Claw/GL] (Sqd6),Infantry,0.4,,,,,,,BA: Other Squad Size in Use,BA: Other Squad Size in Use,BA: Other Squad Size in Use,BA: Other Squad Size in Use
7217,Tunnel Rat IV Mining Exoskeleton [Battle Claw/LMG] (Sqd4),Infantry,0.4,,,,,,,Inner Sphere General,Inner Sphere General,Inner Sphere General,Inner Sphere General
8819,Tunnel Rat IV Mining Exoskeleton [Battle Claw/LMG] (Sqd5),Infantry,0.4,,,,,,,BA: Other Squad Size in Use,BA: Other Squad Size in Use,BA: Other Squad Size in Use,BA: Other Squad Size in Use
9182,Tunnel Rat IV Mining Exoskeleton [Battle Claw/LMG] (Sqd6),Infantry,0.4,,,,,,,BA: Other Squad Size in Use,BA: Other Squad Size in Use,BA: Other Squad Size in Use,BA: Other Squad Size in Use
3320,Turhan Urban Combat Vehicle  ,Combat Vehicle,50,Inner Sphere General; Mercenary; Periphery General; Star League General,Clan Blood Spirit; Clan Ghost Bear; Clan Ice Hellion; Clan Snow Raven; Clan Wolf; Inner Sphere General; Mercenary; Periphery General; Star League in Exile,ComStar,ComStar,ComStar; Word of Blake,ComStar; Word of Blake,ComStar; Draconis Combine; Escorpión Imperio; Word of Blake,Draconis Combine; Escorpión Imperio; Republic of the Sphere,Draconis Combine; Republic of the Sphere,Draconis Combine
3319,Turhan Urban Combat Vehicle (C3),Combat Vehicle,50,,,,,,,Draconis Combine,Draconis Combine; Republic of the Sphere,Draconis Combine; Republic of the Sphere,Draconis Combine
5306,Turhan Urban Combat Vehicle (Original),Combat Vehicle,50,Rim Worlds Republic - Terran Corps; Star League General,Extinct,Extinct,Extinct,Extinct,Extinct,Draconis Combine,Extinct,Extinct,
3321,Turk A,Aerospace,50,,,Clan Burrock; Clan Cloud Cobra,Clan Blood Spirit; Clan Burrock; Clan Cloud Cobra; Clan Coyote; Clan Diamond Shark; Clan Fire Mandrill; Clan Ghost Bear; Clan Goliath Scorpion; Clan Hell's Horses; Clan Ice Hellion; Clan Nova Cat; Clan Smoke Jaguar; Clan Snow Raven; Clan Star Adder,HW Clan General; IS Clan General,HW Clan General; IS Clan General,Escorpión Imperio; HW Clan General; IS Clan General; Society,Escorpión Imperio; IS Clan General,Escorpión Imperio; IS Clan General; Scorpion Empire,IS Clan General; Scorpion Empire
3322,Turk B,Aerospace,50,,,Clan Burrock; Clan Cloud Cobra,Clan Blood Spirit; Clan Burrock; Clan Cloud Cobra; Clan Coyote; Clan Diamond Shark; Clan Fire Mandrill; Clan Ghost Bear; Clan Goliath Scorpion; Clan Hell's Horses; Clan Ice Hellion; Clan Nova Cat; Clan Smoke Jaguar; Clan Snow Raven; Clan Star Adder,HW Clan General; IS Clan General,HW Clan General; IS Clan General,Escorpión Imperio; HW Clan General; IS Clan General; Society,Escorpión Imperio; IS Clan General,Escorpión Imperio; IS Clan General; Scorpion Empire,IS Clan General; Scorpion Empire
3323,Turk C,Aerospace,50,,,Clan Burrock; Clan Cloud Cobra,Clan Blood Spirit; Clan Burrock; Clan Cloud Cobra; Clan Coyote; Clan Diamond Shark; Clan Fire Mandrill; Clan Ghost Bear; Clan Goliath Scorpion; Clan Hell's Horses; Clan Ice Hellion; Clan Nova Cat; Clan Smoke Jaguar; Clan Snow Raven; Clan Star Adder,HW Clan General; IS Clan General,HW Clan General; IS Clan General,Escorpión Imperio; HW Clan General; IS Clan General; Society,Escorpión Imperio; IS Clan General,Escorpión Imperio; IS Clan General; Scorpion Empire,IS Clan General; Scorpion Empire
3324,Turk D,Aerospace,50,,,,,,Clan Ghost Bear,Clan Ghost Bear; Escorpión Imperio,Escorpión Imperio; IS Clan General,Escorpión Imperio; IS Clan General; Scorpion Empire,IS Clan General; Scorpion Empire
5308,Turk E,Aerospace,50,,,,,,,Clan Ghost Bear; Escorpión Imperio,Escorpión Imperio; IS Clan General,Escorpión Imperio; IS Clan General; Scorpion Empire,IS Clan General; Scorpion Empire
3325,Turk Prime,Aerospace,50,,,Clan Burrock; Clan Cloud Cobra,Clan Blood Spirit; Clan Burrock; Clan Cloud Cobra; Clan Coyote; Clan Diamond Shark; Clan Fire Mandrill; Clan Ghost Bear; Clan Goliath Scorpion; Clan Hell's Horses; Clan Ice Hellion; Clan Nova Cat; Clan Smoke Jaguar; Clan Snow Raven; Clan Star Adder,HW Clan General; IS Clan General,HW Clan General; IS Clan General,Escorpión Imperio; HW Clan General; IS Clan General; Society,Escorpión Imperio; IS Clan General,Escorpión Imperio; IS Clan General; Scorpion Empire,IS Clan General; Scorpion Empire
3326,Turkina A,BattleMech,95,,,,,Clan Jade Falcon; Clan Nova Cat; Clan Smoke Jaguar,Clan Coyote; Clan Fire Mandrill; Clan Jade Falcon; Clan Nova Cat,Clan Jade Falcon; Clan Nova Cat; Escorpión Imperio; HW Clan General; Society,Clan Hell's Horses; Clan Jade Falcon; Clan Nova Cat; Clan Wolf; Escorpión Imperio,Clan Hell's Horses; Clan Jade Falcon; Clan Nova Cat; Clan Wolf; Escorpión Imperio; Scorpion Empire,Clan Hell's Horses; Clan Jade Falcon; Clan Protectorate; Clan Sea Fox; Rasalhague Dominion; Scorpion Empire; Star League (Clan Jade Falcon); Wolf's Dragoons
3327,Turkina B,BattleMech,95,,,,,Clan Jade Falcon; Clan Nova Cat; Clan Smoke Jaguar,Clan Coyote; Clan Fire Mandrill; Clan Jade Falcon; Clan Nova Cat,Clan Jade Falcon; Clan Nova Cat; Escorpión Imperio; HW Clan General; Society,Clan Hell's Horses; Clan Jade Falcon; Clan Nova Cat; Clan Wolf; Escorpión Imperio,Clan Hell's Horses; Clan Jade Falcon; Clan Nova Cat; Clan Wolf; Escorpión Imperio; Scorpion Empire,Clan Hell's Horses; Clan Jade Falcon; Clan Protectorate; Clan Sea Fox; Rasalhague Dominion; Scorpion Empire; Star League (Clan Jade Falcon); Wolf's Dragoons
3328,Turkina C,BattleMech,95,,,,,Clan Jade Falcon; Clan Nova Cat; Clan Smoke Jaguar,Clan Coyote; Clan Fire Mandrill; Clan Jade Falcon; Clan Nova Cat,Clan Jade Falcon; Clan Nova Cat; Escorpión Imperio; HW Clan General; Society,Clan Hell's Horses; Clan Jade Falcon; Clan Nova Cat; Clan Wolf; Escorpión Imperio,Clan Hell's Horses; Clan Jade Falcon; Clan Nova Cat; Clan Wolf; Escorpión Imperio; Scorpion Empire,Clan Hell's Horses; Clan Jade Falcon; Clan Protectorate; Clan Sea Fox; Rasalhague Dominion; Scorpion Empire; Star League (Clan Jade Falcon); Wolf's Dragoons
3329,Turkina D,BattleMech,95,,,,,Clan Jade Falcon; Clan Nova Cat,Clan Coyote; Clan Fire Mandrill; Clan Jade Falcon; Clan Nova Cat,Clan Jade Falcon; Clan Nova Cat; Escorpión Imperio; HW Clan General; Society,Clan Hell's Horses; Clan Jade Falcon; Clan Nova Cat; Clan Wolf; Escorpión Imperio,Clan Hell's Horses; Clan Jade Falcon; Clan Nova Cat; Clan Wolf; Escorpión Imperio; Scorpion Empire,Clan Hell's Horses; Clan Jade Falcon; Clan Protectorate; Clan Sea Fox; Rasalhague Dominion; Scorpion Empire; Star League (Clan Jade Falcon); Wolf's Dragoons
3330,Turkina E,BattleMech,95,,,,,,,Clan Jade Falcon; Clan Nova Cat; Escorpión Imperio; HW Clan General; Society,Clan Hell's Horses; Clan Jade Falcon; Clan Nova Cat; Clan Wolf; Escorpión Imperio,Clan Hell's Horses; Clan Jade Falcon; Clan Nova Cat; Clan Wolf; Escorpión Imperio; Scorpion Empire,Clan Hell's Horses; Clan Jade Falcon; Clan Protectorate; Clan Sea Fox; Rasalhague Dominion; Scorpion Empire; Star League (Clan Jade Falcon); Wolf's Dragoons
3331,Turkina H,BattleMech,95,,,,,,Clan Coyote; Clan Fire Mandrill; Clan Jade Falcon; Clan Nova Cat,Clan Jade Falcon; Clan Nova Cat; Escorpión Imperio; HW Clan General; Society,Clan Hell's Horses; Clan Jade Falcon; Clan Nova Cat; Clan Wolf; Escorpión Imperio,Clan Hell's Horses; Clan Jade Falcon; Clan Nova Cat; Clan Wolf; Escorpión Imperio; Scorpion Empire,Clan Hell's Horses; Clan Jade Falcon; Clan Protectorate; Clan Sea Fox; Rasalhague Dominion; Scorpion Empire; Star League (Clan Jade Falcon); Wolf's Dragoons
8213,Turkina M,BattleMech,95,,,,,Clan Jade Falcon; Clan Nova Cat; Clan Smoke Jaguar,Clan Coyote; Clan Fire Mandrill; Clan Jade Falcon; Clan Nova Cat,Clan Jade Falcon; Clan Nova Cat; Escorpión Imperio; HW Clan General; Society,Clan Hell's Horses; Clan Jade Falcon; Clan Nova Cat; Clan Wolf; Escorpión Imperio,Clan Hell's Horses; Clan Jade Falcon; Clan Nova Cat; Clan Wolf; Escorpión Imperio; Scorpion Empire,Clan Hell's Horses; Clan Jade Falcon; Clan Protectorate; Clan Sea Fox; Rasalhague Dominion; Scorpion Empire; Star League (Clan Jade Falcon); Wolf's Dragoons
3332,Turkina Prime,BattleMech,95,,,,,Clan Jade Falcon; Clan Nova Cat; Clan Smoke Jaguar,Clan Coyote; Clan Fire Mandrill; Clan Jade Falcon; Clan Nova Cat,Clan Jade Falcon; Clan Nova Cat; Escorpión Imperio; HW Clan General; Society,Clan Hell's Horses; Clan Jade Falcon; Clan Nova Cat; Clan Wolf; Escorpión Imperio,Clan Hell's Horses; Clan Jade Falcon; Clan Nova Cat; Clan Wolf; Escorpión Imperio; Scorpion Empire,Clan Hell's Horses; Clan Jade Falcon; Clan Protectorate; Clan Sea Fox; Rasalhague Dominion; Scorpion Empire; Star League (Clan Jade Falcon); Wolf's Dragoons
8212,Turkina T,BattleMech,95,,,,,,,,,Clan Hell's Horses; Clan Jade Falcon; Clan Nova Cat; Clan Wolf; Scorpion Empire,Clan Hell's Horses; Clan Jade Falcon; Clan Protectorate; Clan Sea Fox; Rasalhague Dominion; Scorpion Empire; Star League (Clan Jade Falcon); Wolf's Dragoons
3333,Turkina U,BattleMech,95,,,,,,,Clan Jade Falcon; Clan Nova Cat; Escorpión Imperio; HW Clan General; Society,Clan Hell's Horses; Clan Jade Falcon; Clan Nova Cat; Clan Wolf; Escorpión Imperio,Clan Hell's Horses; Clan Jade Falcon; Clan Nova Cat; Clan Wolf; Escorpión Imperio; Scorpion Empire,Clan Hell's Horses; Clan Jade Falcon; Clan Protectorate; Clan Sea Fox; Rasalhague Dominion; Scorpion Empire; Star League (Clan Jade Falcon); Wolf's Dragoons
3334,Turkina X,BattleMech,95,,,,,,,Clan Jade Falcon,Clan Hell's Horses; Clan Jade Falcon; Clan Nova Cat; Clan Wolf; Escorpión Imperio,Clan Hell's Horses; Clan Jade Falcon; Clan Nova Cat; Clan Wolf; Escorpión Imperio; Scorpion Empire,Clan Hell's Horses; Clan Jade Falcon; Clan Protectorate; Clan Sea Fox; Rasalhague Dominion; Scorpion Empire; Star League (Clan Jade Falcon); Wolf's Dragoons
5832,Turkina Z,BattleMech,95,,,,,,,Clan Coyote; Society,,,
5310,Typhoon TFN-2A,Aerospace,90,Lyran Commonwealth; Rim Worlds Republic - Home Guard; Rim Worlds Republic - Terran Corps,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,
5311,Typhoon TFN-3A,Aerospace,90,Lyran Commonwealth,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,
5312,Typhoon TFN-3M,Aerospace,90,Lyran Commonwealth,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,
5313,Typhoon TFN-5H,Aerospace,90,,,,,,,Lyran Alliance,Free Worlds League (Regulan Fiefs); Lyran Commonwealth; Mercenary; Republic of the Sphere,Free Worlds League; Free Worlds League (Regulan Fiefs); Lyran Commonwealth; Republic of the Sphere,Free Worlds League; Lyran Commonwealth; Tamar Pact; Vesper Marches
3337,Typhoon Urban Assault Vehicle  ,Combat Vehicle,70,,,,,Federated Commonwealth; Federated Suns; Kell Hounds; Lyran Alliance; Lyran Commonwealth; Mercenary; Wolf's Dragoons,Federated Commonwealth; Federated Suns; Lyran Alliance; Mercenary; Wolf's Dragoons,Federated Suns; Kell Hounds; Lyran Alliance; Mercenary; Wolf's Dragoons,Federated Suns; Lyran Commonwealth; Mercenary; Republic of the Sphere,Federated Suns; Lyran Commonwealth; Republic of the Sphere,Federated Suns; Lyran Commonwealth; Tamar Pact; Vesper Marches
3335,Typhoon Urban Assault Vehicle (LB-X),Combat Vehicle,70,,,,,,Federated Commonwealth; Federated Suns,Federated Suns,Federated Suns; Lyran Commonwealth; Mercenary; Republic of the Sphere,Federated Suns; Lyran Commonwealth; Republic of the Sphere,Federated Suns; Lyran Commonwealth; Tamar Pact; Vesper Marches
3336,Typhoon Urban Assault Vehicle (RAC),Combat Vehicle,70,,,,,,Federated Commonwealth; Federated Suns; Lyran Alliance,Federated Suns; Lyran Alliance,Federated Suns; Lyran Commonwealth; Mercenary; Republic of the Sphere,Federated Suns; Lyran Commonwealth; Republic of the Sphere,Federated Suns; Lyran Commonwealth; Tamar Pact; Vesper Marches
3338,Typhoon Urban Assault Vehicle (Tracked),Combat Vehicle,70,,,,,Federated Commonwealth; Federated Suns,Federated Commonwealth; Federated Suns,Federated Suns; Unique,Extinct,Extinct,
5314,Tyr Infantry Support Tank  ,Combat Vehicle,45,,,,,,Clan Diamond Shark; Clan Ghost Bear; Clan Hell's Horses,Clan Diamond Shark; Clan Ghost Bear; Clan Hell's Horses,Clan Diamond Shark; Clan Hell's Horses; Rasalhague Dominion,Clan Hell's Horses; Clan Sea Fox; Rasalhague Dominion,Clan Hell's Horses; Clan Protectorate; Clan Sea Fox; Rasalhague Dominion
5730,Tyr Infantry Support Tank (Kurita),Combat Vehicle,45,,,,,,,Draconis Combine,Draconis Combine; Republic of the Sphere,Draconis Combine; Republic of the Sphere,Draconis Combine
